"Nummer";"Län (lokal)";"Art";"Datum";"Vatten";"Sweref99 N (Vatten)";"Sweref99 E (Vatten)";"Lokal";"sweref99N";"sweref99E";"Metodik";"Förekomst"
13017;"Kronobergs län";"Signalkräfta";"1999-07-28";"HELGASJÖN";6305280;484784;"St smäcken";6310429;488222;"Kräftprovfiske (kdb)";"Uppgift saknas"
13018;"Kronobergs län";"Signalkräfta";"1999-07-30";"HELGASJÖN";6305280;484784;"Evedal";6309687;488880;"Kräftprovfiske (kdb)";"Uppgift saknas"
13019;"Kronobergs län";"Signalkräfta";"1999-07-30";"HELGASJÖN";6305280;484784;"Ekön";6313272;487738;"Kräftprovfiske (kdb)";"Uppgift saknas"
12956;"Kronobergs län";"Signalkräfta";"1998-07-28";"HELGASJÖN";6305280;484784;"Evedal";6309687;488880;"Kräftprovfiske (kdb)";"Uppgift saknas"
12957;"Kronobergs län";"Signalkräfta";"1998-07-28";"HELGASJÖN";6305280;484784;"Ekön";6313272;487738;"Kräftprovfiske (kdb)";"Uppgift saknas"
12958;"Kronobergs län";"Signalkräfta";"1998-07-29";"HELGASJÖN";6305280;484784;"St smäcken";6310429;488222;"Kräftprovfiske (kdb)";"Uppgift saknas"
12975;"Kronobergs län";"Signalkräfta";"1994-07-29";"LINNERYDSSJÖN";6277134;508886;"Nabben";6278632;508739;"Kräftprovfiske (kdb)";"Uppgift saknas"
12976;"Kronobergs län";"Signalkräfta";"1999-08-23";"LINNERYDSSJÖN";6277134;508886;"Nabben";6278632;508739;"Kräftprovfiske (kdb)";"Uppgift saknas"
12977;"Kronobergs län";"Signalkräfta";"1994-06-27";"ROTTNEN";6288170;510546;"Hovmantorps säteri";6291815;507684;"Kräftprovfiske (kdb)";"Uppgift saknas"
12978;"Kronobergs län";"Signalkräfta";"1999-08-24";"ROTTNEN";6288170;510546;"Hovmantorps säteri";6291815;507684;"Kräftprovfiske (kdb)";"Uppgift saknas"
12979;"Kronobergs län";"Signalkräfta";"1999-08-25";"ÅRYDSJÖN";6298180;498932;"Längs järnvägen";6297273;500022;"Kräftprovfiske (kdb)";"Uppgift saknas"
12980;"Kronobergs län";"Signalkräfta";"1994-07-12";"ÅRYDSJÖN";6298180;498932;"Årydsjön";6298180;498932;"Kräftprovfiske (kdb)";"Uppgift saknas"
12981;"Kronobergs län";"Signalkräfta";"1999-08-26";"ÅREDASJÖN";6305696;498873;"S.åreda";6306651;498462;"Kräftprovfiske (kdb)";"Uppgift saknas"
12982;"Kronobergs län";"Signalkräfta";"1994-07-13";"ÅREDASJÖN";6305696;498873;"Åredasjön";6305696;498873;"Kräftprovfiske (kdb)";"Uppgift saknas"
12983;"Kronobergs län";"Signalkräfta";"1999-09-02";"TOLGASJÖN";6320847;486739;"Ringagården";6326666;487630;"Kräftprovfiske (kdb)";"Uppgift saknas"
12984;"Kronobergs län";"Signalkräfta";"1999-09-02";"TOLGASJÖN";6320847;486739;"Holkastorp";6326011;487238;"Kräftprovfiske (kdb)";"Uppgift saknas"
12985;"Kronobergs län";"Signalkräfta";"1999-09-02";"TOLGASJÖN";6320847;486739;"Skinebacke";6325867;487739;"Kräftprovfiske (kdb)";"Uppgift saknas"
12986;"Kronobergs län";"Signalkräfta";"1999-09-02";"TOLGASJÖN";6320847;486739;"Södragården";6326777;488578;"Kräftprovfiske (kdb)";"Uppgift saknas"
12987;"Kronobergs län";"Signalkräfta";"1994-07-15";"TOLGASJÖN";6320847;486739;"Tolgasjön";6320847;486739;"Kräftprovfiske (kdb)";"Uppgift saknas"
12988;"Kronobergs län";"Signalkräfta";"1999-09-06";"LAMMEN";6336629;475597;"Mittemot camping";6335627;476228;"Kräftprovfiske (kdb)";"Uppgift saknas"
12989;"Kronobergs län";"Signalkräfta";"1994-07-21";"LAMMEN";6336629;475597;"Lammen";6336629;475597;"Kräftprovfiske (kdb)";"Uppgift saknas"
12990;"Kronobergs län";"Signalkräfta";"1994-07-13";"HELGASJÖN";6305280;484784;"Wrangels udde";6308114;491148;"Kräftprovfiske (kdb)";"Uppgift saknas"
12991;"Kronobergs län";"Signalkräfta";"1999-09-08";"HELGASJÖN";6313960;458812;"Wrangels udde";6308114;491148;"Kräftprovfiske (kdb)";"Uppgift saknas"
12992;"Kronobergs län";"Signalkräfta";"1999-09-15";"SÖRSJÖN";6319755;468689;"Mittemot badplats";6320138;468165;"Kräftprovfiske (kdb)";"Uppgift saknas"
12993;"Kronobergs län";"Signalkräfta";"1999-08-30";"LINNEBJÖRKESJÖN";6313149;509492;"Mittemot linnebjörke";6314494;510865;"Kräftprovfiske (kdb)";"Uppgift saknas"
12994;"Kronobergs län";"Signalkräfta";"1999-09-13";"URASJÖ";6332187;536108;"Öst";6331686;536054;"Kräftprovfiske (kdb)";"Uppgift saknas"
12995;"Kronobergs län";"Signalkräfta";"1999-09-13";"URASJÖ";6332187;536108;"Väst";6331743;536603;"Kräftprovfiske (kdb)";"Uppgift saknas"
12996;"Kronobergs län";"Signalkräfta";"1994-07-18";"URASJÖ";6332187;536108;"Urasjö";6332187;536108;"Kräftprovfiske (kdb)";"Uppgift saknas"
12997;"Kronobergs län";"Signalkräfta";"1994-07-19";"MADKROKEN";6326533;504295;"Sandreda";6329223;505243;"Kräftprovfiske (kdb)";"Uppgift saknas"
12998;"Kronobergs län";"Signalkräfta";"1999-08-31";"MADKROKEN";6326533;504295;"Sandreda";6329223;505243;"Kräftprovfiske (kdb)";"Uppgift saknas"
12999;"Kronobergs län";"Signalkräfta";"1994-07-20";"ASASJÖN";6329177;487860;"Öarna";6331414;487624;"Kräftprovfiske (kdb)";"Uppgift saknas"
13000;"Kronobergs län";"Signalkräfta";"1999-09-01";"ASASJÖN";6329177;487860;"Öarna";6331414;487624;"Kräftprovfiske (kdb)";"Uppgift saknas"
13001;"Kronobergs län";"Signalkräfta";"1999-09-07";"SJÖATORPASJÖN";6307316;466677;"Badplatsen";6308520;466253;"Kräftprovfiske (kdb)";"Uppgift saknas"
13002;"Kronobergs län";"Signalkräfta";"1994-07-28";"SJÖATORPASJÖN";6307316;466677;"Sjöatorpasjön";6307316;466677;"Kräftprovfiske (kdb)";"Uppgift saknas"
13003;"Kronobergs län";"Signalkräfta";"1999-09-14";"RYSSBYSJÖN";6297915;449275;"Norr strättöåns mynning";6297915;449275;"Kräftprovfiske (kdb)";"Uppgift saknas"
13004;"Kronobergs län";"Signalkräfta";"1999-09-14";"RYSSBYSJÖN";6297915;449275;"Gidion karlssons brygga";6300420;449005;"Kräftprovfiske (kdb)";"Uppgift saknas"
13005;"Kronobergs län";"Signalkräfta";"1994-07-24";"RYSSBYSJÖN";6297915;449275;"Ryssbysjön";6297915;449275;"Kräftprovfiske (kdb)";"Uppgift saknas"
13006;"Kronobergs län";"Signalkräfta";"1994-06-30";"MÖCKELN";6280426;446182;"Granö";6283296;450606;"Kräftprovfiske (kdb)";"Uppgift saknas"
13007;"Kronobergs län";"Signalkräfta";"1999-09-09";"MÖCKELN";6280426;446182;"Granö";6283296;450606;"Kräftprovfiske (kdb)";"Uppgift saknas"
3250;"Norrbottens län";"Signalkräfta";"2013-08-30";"KITAJAURATJÄRN";7401327;671809;"Kitajauratjärn";7401327;671809;"Fångstdata";"Saknas troligen"
3252;"Norrbottens län";"Signalkräfta";"2013-08-27";"MICKELTJÄRNEN";7358420;809466;"Mickeltjärnen";7358420;809466;"Fångstdata";"Saknas troligen"
3277;"Skåne län";"Signalkräfta";"2009-09-04";"BJÖRKADAMMEN";6169396;413686;"Björkadammen";6169396;413686;"Fångstdata";"Säker"
3136;"Skåne län";"Signalkräfta";"2008-08-26";"BÄLJANE Å";6223165;380735;"Bäljane å, kvarngården hyllstof";6222192;394109;"Elfiske";"Säker"
3143;"Skåne län";"Signalkräfta";"2007-10-04";"RYDEBÄCKEN";6205152;359976;"Rydebäcken, katslösa";6205862;362597;"Elfiske";"Säker"
3129;"Skåne län";"Signalkräfta";"2007-09-06";"RÖDABÄCK";6181542;394054;"Rödabäcken, rödabäcken";6182174;394326;"Elfiske";"Säker"
3130;"Skåne län";"Signalkräfta";"2005-09-06";"RÖDABÄCK";6181542;394054;"Rödabäcken, rödabäcken";6182174;394326;"Elfiske";"Säker"
3131;"Skåne län";"Signalkräfta";"2008-09-04";"RÖDABÄCK";6181542;394054;"Rödabäcken, rödabäcken";6182174;394326;"Elfiske";"Säker"
3132;"Skåne län";"Signalkräfta";"2007-09-06";"RÖDABÄCK";6181542;394054;"Rödabäcken, rödabäcken";6181710;393932;"Elfiske";"Säker"
3152;"Skåne län";"Signalkräfta";"2005-09-01";"KVESARUMSÅN";6196013;410217;"Kvesarumsån,";6196436;411332;"Elfiske";"Säker"
3153;"Skåne län";"Signalkräfta";"2003-09-10";"KVESARUMSÅN";6196013;410217;"Kvesarumsån,";6196436;411332;"Elfiske";"Säker"
3154;"Skåne län";"Signalkräfta";"2001-09-25";"KVESARUMSÅN";6196013;410217;"Kvesarumsån,";6196436;411332;"Elfiske";"Säker"
3155;"Skåne län";"Signalkräfta";"1999-09-28";"KVESARUMSÅN";6196013;410217;"Kvesarumsån,";6196436;411332;"Elfiske";"Säker"
3156;"Skåne län";"Signalkräfta";"2007-08-31";"KVESARUMSÅN";6196013;410217;"Kvesarumsån,";6196436;411332;"Elfiske";"Säker"
3146;"Skåne län";"Signalkräfta";"2007-09-24";NA;6251723;466211;"Vilshultsån, nedstr rönnesjön";6252488;466632;"Elfiske";"Säker"
3168;"Skåne län";"Signalkräfta";"2007-05-23";"KLINGAVÄLSÅN";6174143;407593;"Frihultsbäcken, o hylla";6157441;413665;"Elfiske";"Säker"
3169;"Skåne län";"Signalkräfta";"2004-08-12";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6169586;406837;"Elfiske";"Säker"
3170;"Skåne län";"Signalkräfta";"2003-08-20";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6169586;406837;"Elfiske";"Säker"
3171;"Skåne län";"Signalkräfta";"2002-08-30";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6169586;406837;"Elfiske";"Säker"
3172;"Skåne län";"Signalkräfta";"2001-08-15";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6169586;406837;"Elfiske";"Säker"
3173;"Skåne län";"Signalkräfta";"2005-09-27";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6169586;406837;"Elfiske";"Säker"
3174;"Skåne län";"Signalkräfta";"2002-08-30";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6174123;407574;"Elfiske";"Säker"
3175;"Skåne län";"Signalkräfta";"2002-08-26";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6171088;406199;"Elfiske";"Säker"
3176;"Skåne län";"Signalkräfta";"2001-09-06";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6171368;406226;"Elfiske";"Säker"
3177;"Skåne län";"Signalkräfta";"2001-08-14";"KLINGAVÄLSÅN";6174143;407593;"Klingavälsån,";6170697;406064;"Elfiske";"Säker"
3242;"Skåne län";"Signalkräfta";"2009-09-14";"BRÅÅN";6182818;389521;"Rolsberga";6185548;404202;"Fångstdata";"Säker"
3243;"Skåne län";"Signalkräfta";"2007-08-10";"ALMAÅN";6225231;444640;"Rättelöv";6228859;425746;"Fångstdata";"Säker"
3244;"Skåne län";"Signalkräfta";"2012-08-25";"LURSJÖN";6235126;429171;"Lursjön";6235126;429171;"Fångstdata";"Säker"
3245;"Skåne län";"Signalkräfta";"2010-09-04";"LURSJÖN";6235126;429171;"Lursjön";6235126;429171;"Fångstdata";"Säker"
3246;"Skåne län";"Signalkräfta";"2009-08-29";"LURSJÖN";6235126;429171;"Lursjön";6235126;429171;"Fångstdata";"Säker"
3247;"Skåne län";"Signalkräfta";"2007-09-22";"LURSJÖN";6235126;429171;"Lursjön";6235126;429171;"Fångstdata";"Säker"
3248;"Skåne län";"Signalkräfta";"2006-08-28";"LURSJÖN";6235126;429171;"Lursjön";6235126;429171;"Fångstdata";"Säker"
3249;"Skåne län";"Signalkräfta";"2014-09-06";"LURSJÖN";6235126;429171;"Lursjön";6235126;429171;"Fångstdata";"Säker"
3219;"Skåne län";"Signalkräfta";"1992-08-18";"ODERBÄCKEN";6161587;456527;"Oderbäcken, nedstr tjörnedala";6161461;455979;"Elfiske";"Säker"
3215;"Skåne län";"Signalkräfta";"2000-08-15";"BÄLJANEÅ";6211653;396311;"Garvarebäcken,";6205118;393009;"Elfiske";"Säker"
3216;"Skåne län";"Signalkräfta";"1999-09-14";"RÖSSJÖHOLMSÅN";6237683;366732;"Rössjöholmsån, dalamölla";6237399;372283;"Elfiske";"Säker"
3213;"Skåne län";"Signalkräfta";"2002-08-05";NA;6174806;407056;"Harlösabäcken,";6175563;407657;"Elfiske";"Säker"
3191;"Skåne län";"Signalkräfta";"2005-10-20";"VIEÅN";6247310;430858;"Vieån, gundrastorps kvarn";6246321;419754;"Elfiske";"Säker"
3192;"Skåne län";"Signalkräfta";"2005-10-20";"VIEÅN";6247310;430858;"Vieån, upp damm stavshult";6246320;423153;"Elfiske";"Säker"
6500;"Skåne län";"Signalkräfta";"2001-01-01";"SNOGEHOLMSSJÖN";6159607;419387;"Snogeholmssjön";6159607;419387;"Fångstdata";"Säker"
6547;"Skåne län";"Signalkräfta";"1996-01-01";"SJÖBERGASJÖN";6202684;416626;"Sjöbergasjön";6202684;416626;"Historik";"Säker"
6548;"Skåne län";"Signalkräfta";"1994-01-01";"SJÖBERGASJÖN";6202684;416626;"Sjöbergasjön";6202684;416626;"Historik";"Säker"
6549;"Skåne län";"Signalkräfta";"1992-01-01";"SJÖBERGASJÖN";6202684;416626;"Sjöbergasjön";6202684;416626;"Historik";"Säker"
6550;"Skåne län";"Signalkräfta";"2001-01-01";"SJÖBERGASJÖN";6202684;416626;"Sjöbergasjön";6202684;416626;"Fångstdata";"Säker"
6394;"Skåne län";"Signalkräfta";"1994-01-01";"SÖVDESJÖN";6161035;414952;"Sövdesjön";6161035;414952;"Historik";"Säker"
6395;"Skåne län";"Signalkräfta";"2001-01-01";"SÖVDESJÖN";6161035;414952;"Sövdesjön";6161035;414952;"Fångstdata";"Säker"
2992;"Skåne län";"Signalkräfta";"2009-09-22";"SKÄRÅN";6218194;386430;"Skärån, bonnarp";6215990;387725;"Elfiske";"Säker"
3016;"Skåne län";"Signalkräfta";"2010-10-25";"SÄBYHOLMSÅN";6197507;362664;"Säbyholmsån, säbyholmsån";6197499;362834;"Elfiske";"Säker"
3017;"Skåne län";"Signalkräfta";"2010-10-25";"SÄBYHOLMSÅN";6197507;362664;"Säbyholmsån, säbyholmsån";6197030;364549;"Elfiske";"Säker"
3018;"Skåne län";"Signalkräfta";"2007-10-01";"LILLÅN";6254268;430067;"Lillån, visseltofta";6253944;428011;"Elfiske";"Säker"
3019;"Skåne län";"Signalkräfta";"2010-10-15";"LILLÅN";6254268;430067;"Lillån, visseltofta";6253944;428011;"Elfiske";"Säker"
3020;"Skåne län";"Signalkräfta";"2009-09-23";"LILLÅN";6254268;430067;"Lillån, visseltofta";6254060;429409;"Elfiske";"Säker"
3021;"Skåne län";"Signalkräfta";"2010-10-01";"HUMLEBÄCKEN";6223615;366187;"Kölebäcken, västra broby kyrka";6221732;369278;"Elfiske";"Säker"
3022;"Skåne län";"Signalkräfta";"2010-09-13";"HUMLEBÄCKEN";6223615;366187;"Kölebäcken, upp väg åsen";6220405;374590;"Elfiske";"Säker"
3023;"Skåne län";"Signalkräfta";"2008-09-24";"KRUSÅN";6249496;438229;"Krusån, sågmölletorpet";6255568;438647;"Elfiske";"Säker"
3024;"Skåne län";"Signalkräfta";"2007-10-01";"KRUSÅN";6249496;438229;"Krusån, sågmölletorpet";6255568;438647;"Elfiske";"Säker"
3025;"Skåne län";"Signalkräfta";"2010-09-27";"KRUSÅN";6249496;438229;"Krusån, sågmölletorpet";6255568;438647;"Elfiske";"Säker"
3089;"Skåne län";"Signalkräfta";"2006-08-17";"PERSTORPSBÄCKEN";6222918;395550;"Perstorpsbäcken, uppstr hyllstofta";6222860;395691;"Elfiske";"Säker"
3090;"Skåne län";"Signalkräfta";"2009-09-23";"PERSTORPSBÄCKEN";6222918;395550;"Perstorpsbäcken, uppstr hyllstofta";6222860;395691;"Elfiske";"Säker"
3039;"Skåne län";"Signalkräfta";"2008-09-26";"DYBÄCKSÅN";6138714;407975;"Dybäcksån, dybäck";6140635;406383;"Elfiske";"Säker"
3040;"Skåne län";"Signalkräfta";"2010-09-08";"DYBÄCKSÅN";6138714;407975;"Dybäcksån, dybäck";6140635;406383;"Elfiske";"Säker"
15552;"Skåne län";"Signalkräfta";"2020-06-09";"TOMMARPAÅN";6157417;458944;"Tommarp";6154288;452563;"Observation";"Finns troligen"
15553;"Skåne län";"Signalkräfta";"2020-06-09";"TOMMARPAÅN";6157417;458944;"Spinnerivägen, tommarp";6154153;452304;"Observation";"Finns troligen"
15554;"Skåne län";"Signalkräfta";"2020-05-21";"VITTSJÖN";6246180;419706;"Utanför vattenverket";6244864;417800;"Observation";"Finns troligen"
15526;"Skåne län";"Signalkräfta";"2022-06-24";"LERBÄCKEN";6198506;409768;"Brogatan";6199519;409288;"Observation";"Finns troligen"
15536;"Skåne län";"Signalkräfta";"2020-08-12";"VRAMSÅN";6198655;450818;"Ugerup";6200199;445598;"Observation";"Finns troligen"
15537;"Skåne län";"Signalkräfta";"2020-08-12";"VRAMSÅN";6198655;450818;"Sågmöllan";6199657;443745;"Observation";"Finns troligen"
15538;"Skåne län";"Signalkräfta";"2020-07-27";"VRAMSÅN";6198655;450818;"Tolarp";6198765;435440;"Observation";"Finns troligen"
15516;"Skåne län";"Signalkräfta";"2022-07-21";"ÖREBÄCKEN";6255729;368849;"Båstad";6252578;366825;"Observation";"Finns troligen"
15517;"Skåne län";"Signalkräfta";"2022-06-14";"ÖREBÄCKEN";6255729;368849;"Axelstorps skogar, mellan kvarnen och forsen";6253338;366392;"Observation";"Finns troligen"
15474;"Skåne län";"Signalkräfta";"2022-06-30";"0-VATTEN";9999999;999999;"Torekov badstrand vid bäck";6256643;353980;"Observation";"Säker"
15487;"Skåne län";"Signalkräfta";"2022-09-24";"KVESARUMSÅN";6196013;410217;"Hörby";6197618;414068;"Observation";"Finns troligen"
15491;"Skåne län";"Signalkräfta";"2022-09-17";"ODERBÄCKEN";6161587;456527;"Oderbäckens mynning, baskemölla";6161622;456528;"Observation";"Finns troligen"
15492;"Skåne län";"Signalkräfta";"2022-09-15";"FYLEÅN";6157139;428051;"Röddinge";6159782;424766;"Observation";"Finns troligen"
15504;"Skåne län";"Signalkräfta";"2022-08-16";"SKRÄBEÅN";6210382;467284;"Pumpbrunnen, bromölla";6213806;467253;"Observation";"Finns troligen"
15498;"Skåne län";"Signalkräfta";"2022-09-03";"DYBÄCKSÅN";6138714;407975;"Hörte hamn";6138808;407928;"Observation";"Finns troligen"
18247;"Skåne län";"Signalkräfta";"2022-08-29";"ALMAÅN";6225231;444640;"Almaån";6225870;440507;"Elfiske";"Säker"
18248;"Skåne län";"Signalkräfta";"2023-08-30";"ALMAÅN";6225231;444640;"Almaån";6225870;440507;"Elfiske";"Säker"
18249;"Skåne län";"Signalkräfta";"2023-08-29";"BIVARÖDSÅN";6222496;447521;"Bivarödsån";6230413;448008;"Elfiske";"Säker"
18250;"Skåne län";"Signalkräfta";"2023-09-23";"BIVARÖDSÅN";6222496;447521;"Högsmaån";6241203;451390;"Elfiske";"Säker"
18251;"Skåne län";"Signalkräfta";"2022-09-25";"BIVARÖDSÅN";6222496;447521;"Högsmaån";6241833;451432;"Elfiske";"Säker"
18252;"Skåne län";"Signalkräfta";"2023-09-09";"BIVARÖDSÅN";6222496;447521;"Sibbhultsån";6236725;450523;"Elfiske";"Säker"
18253;"Skåne län";"Signalkräfta";"2022-08-28";"BIVARÖDSÅN";6222496;447521;"Sibbhultsån";6236334;450467;"Elfiske";"Säker"
18254;"Skåne län";"Signalkräfta";"2023-09-09";"BIVARÖDSÅN";6222496;447521;"Sibbhultsån";6236334;450467;"Elfiske";"Säker"
18255;"Skåne län";"Signalkräfta";"2022-09-10";"KABUSAÅN";6144488;436094;"Bollerupsån";6148832;439302;"Elfiske";"Säker"
18256;"Skåne län";"Signalkräfta";"2022-09-10";"KABUSAÅN";6144488;436094;"Bollerupsån";6147032;436614;"Elfiske";"Säker"
18257;"Skåne län";"Signalkräfta";"2022-09-07";"BRÅÅN";6182818;389521;"Bråån";6185458;389690;"Elfiske";"Säker"
18258;"Skåne län";"Signalkräfta";"2023-09-27";"BRÅÅN";6182818;389521;"Bråån";6185458;389690;"Elfiske";"Säker"
18259;"Skåne län";"Signalkräfta";"2022-09-07";"BRÅÅN";6182818;389521;"Bråån";6186188;392310;"Elfiske";"Säker"
18260;"Skåne län";"Signalkräfta";"2023-09-27";"BRÅÅN";6182818;389521;"Bråån";6186188;392310;"Elfiske";"Säker"
18261;"Skåne län";"Signalkräfta";"2022-09-14";"BÄLJANE Å";6223165;380735;"Bäljane å";6222191;394109;"Elfiske";"Säker"
18262;"Skåne län";"Signalkräfta";"2022-09-24";"DRIVEÅN";6248627;438299;"Drivån";6253159;440434;"Elfiske";"Säker"
18263;"Skåne län";"Signalkräfta";"2023-09-06";"DRIVEÅN";6248627;438299;"Drivån";6253159;440434;"Elfiske";"Säker"
18264;"Skåne län";"Signalkräfta";"2022-08-28";"DRIVEÅN";6248627;438299;"Drivån";6257894;443727;"Elfiske";"Säker"
18265;"Skåne län";"Signalkräfta";"2023-09-13";"DYBÄCKSÅN";6138714;407975;"Dybäcksån";6138794;408003;"Elfiske";"Säker"
18266;"Skåne län";"Signalkräfta";"2022-08-26";"LILLÅN";6226741;468572;"Edre ström";6239145;462559;"Elfiske";"Säker"
18267;"Skåne län";"Signalkräfta";"2022-08-27";"LILLÅN";6226741;468572;"Ekeshultsån";6240703;457323;"Elfiske";"Säker"
18268;"Skåne län";"Signalkräfta";"2023-09-09";"LILLÅN";6226741;468572;"Ekeshultsån";6240703;457323;"Elfiske";"Säker"
18269;"Skåne län";"Signalkräfta";"2022-09-23";"LILLÅN";6226741;468572;"Tommabodaån";6246189;457189;"Elfiske";"Säker"
18270;"Skåne län";"Signalkräfta";"2023-09-04";"LILLÅN";6226741;468572;"Tommabodaån";6246189;457189;"Elfiske";"Säker"
18271;"Skåne län";"Signalkräfta";"2022-09-04";"IGELGROP";6192631;450228;"Forsakarsbäcken";6187138;442106;"Elfiske";"Säker"
18272;"Skåne län";"Signalkräfta";"2023-09-08";"IGELGROP";6192631;450228;"Forsakarsbäcken";6187138;442106;"Elfiske";"Säker"
18273;"Skåne län";"Signalkräfta";"2022-09-04";"IGELGROP";6192631;450228;"Forsakarsbäcken";6187553;442550;"Elfiske";"Säker"
18274;"Skåne län";"Signalkräfta";"2022-09-13";"NYBROÅN";6143692;431216;"Fyleån";6156978;428033;"Elfiske";"Säker"
18275;"Skåne län";"Signalkräfta";"2023-09-08";"NYBROÅN";6143692;431216;"Fyleån";6156978;428033;"Elfiske";"Säker"
18276;"Skåne län";"Signalkräfta";"2023-10-06";NA;6199763;374372;"Halmstadsbäcken";6200015;374588;"Elfiske";"Säker"
18277;"Skåne län";"Signalkräfta";"2023-08-21";"KÄVLINGEÅN";6177863;374247;"Hobybäcken";6183972;384810;"Elfiske";"Säker"
18278;"Skåne län";"Signalkräfta";"2022-09-06";"KÄVLINGEÅN";6177863;374247;"Kävlingeån";6183890;387199;"Elfiske";"Säker"
18279;"Skåne län";"Signalkräfta";"2023-09-15";"KÄVLINGEÅN";6177863;374247;"Kävlingeån";6183890;387199;"Elfiske";"Säker"
18280;"Skåne län";"Signalkräfta";"2022-09-08";"HÖJE Å";6171729;377966;"Höje å";6169357;390587;"Elfiske";"Säker"
18281;"Skåne län";"Signalkräfta";"2023-09-14";"HÖJE Å";6171729;377966;"Höje å";6169357;390587;"Elfiske";"Säker"
18282;"Skåne län";"Signalkräfta";"2022-09-13";"HÖJE Å";6171729;377966;"Höje å";6162205;400475;"Elfiske";"Säker"
18283;"Skåne län";"Signalkräfta";"2023-09-14";NA;6196278;409794;"Höörsån";6196809;409978;"Elfiske";"Säker"
18284;"Skåne län";"Signalkräfta";"2022-09-10";"KABUSAÅN";6142657;434217;"Kabusaån";6143984;435830;"Elfiske";"Säker"
18285;"Skåne län";"Signalkräfta";"2022-09-10";"KABUSAÅN";6142657;434217;"Norre å";6144684;437551;"Elfiske";"Säker"
